"sub";"post";"social_time";"social_type";"post_type";"test_time";"accuracy"
"11";"13";2,084;2;2;1,30910329673775;"1"
"11";"14";2,084;2;1;1,83198395011943;"1"
"11";"15";2,084;2;2;0,954446642996686;"1"
"11";"16";2,084;2;1;0,354463612582421;"1"
"11";"17";2,084;2;2;0,935282976952527;"1"
"11";"18";2,084;2;1;0,230228608800252;"0"
"11";"19";2,084;2;2;0,808830445179665;"1"
"11";"20";2,084;2;1;0,193355745502442;"1"
"12";"1";-0,316;1;2;0,118560853871333;"1"
"12";"2";-0,316;1;1;-0,941509277905651;"1"
"12";"3";-0,316;1;2;0,757536377838238;"0"
"12";"4";-0,316;1;1;-0,660423411856834;"1"
"12";"5";-0,316;1;2;0,0169450087009167;"0"
"12";"6";-0,316;1;1;-0,287187862219806;"1"
"12";"7";-0,316;1;2;-1,46854911032053;"0"
"12";"8";-0,316;1;1;-2,1103916468042;"0"
"12";"9";-0,316;1;2;-0,570370372632306;"0"
"12";"10";-0,316;1;1;-0,753072835284786;"0"
"12";"11";-0,316;1;2;-0,476746787361967;"1"
"12";"12";-0,316;1;1;-1,47350293238159;"0"
"12";"13";-0,316;1;2;-1,00532508449341;"0"
"12";"14";-0,316;1;1;-0,461760265009144;"0"
"12";"15";-0,316;1;2;-0,632016536266602;"0"
"12";"16";-0,316;1;1;-0,508841753087616;"0"
"12";"17";-0,316;1;2;-0,618786926874669;"0"
"12";"18";-0,316;1;1;-0,425480638874662;"1"
"12";"19";-0,316;1;2;-1,06803046399316;"0"
"12";"20";-0,316;1;1;-0,273508822697309;"1"
"13";"1";0,384;2;2;-0,0742278174248373;"0"
"13";"2";0,384;2;1;-0,247226649575983;"0"
"13";"3";0,384;2;2;-0,619809261766643;"1"
"13";"4";0,384;2;1;0,00238670329936243;"1"
"13";"5";0,384;2;2;-0,838939315751341;"0"
"13";"6";0,384;2;1;-0,892517060437122;"0"
"13";"7";0,384;2;2;0,542804694688162;"0"
"13";"8";0,384;2;1;0,125601268722294;"1"
"13";"9";0,384;2;2;0,0877474294788393;"1"
"13";"10";0,384;2;1;-0,494506516261598;"1"
"13";"11";0,384;2;2;-0,706261089506943;"0"
"13";"12";0,384;2;1;-0,069375632277483;"0"
"13";"13";0,384;2;2;0,531184688498091;"1"
"13";"14";0,384;2;1;0,199422936012332;"1"
"13";"15";0,384;2;2;0,154997230013041;"0"
"13";"16";0,384;2;1;-1,19374648236354;"0"
"13";"17";0,384;2;2;0,0924048680945527;"0"
"13";"18";0,384;2;1;-0,383694633539653;"0"
"13";"19";0,384;2;2;-0,120967325209361;"1"
"13";"20";0,384;2;1;-0,481162893150145;"0"
"14";"1";-1,116;1;2;-1,00032777964694;"0"
"14";"2";-1,116;1;1;-0,328749377683986;"1"
"14";"3";-1,116;1;2;-0,38033484478293;"0"
"14";"4";-1,116;1;1;-0,67782218547481;"0"
"14";"5";-1,116;1;2;-0,100977081153733;"0"
"14";"6";-1,116;1;1;-1,1256784188361;"0"
"14";"7";-1,116;1;2;-1,03022536388016;"0"
"14";"8";-1,116;1;1;-1,75228281834982;"1"
"14";"9";-1,116;1;2;-1,28682059448395;"0"
"14";"10";-1,116;1;1;-1,36293779676562;"0"
"14";"11";-1,116;1;2;-1,33357496439243;"1"
"14";"12";-1,116;1;1;0,49784795548242;"0"
"14";"13";-1,116;1;2;-0,64656773817548;"1"
"14";"14";-1,116;1;1;-0,510991923989808;"0"
"14";"15";-1,116;1;2;-0,211492284577688;"1"
"14";"16";-1,116;1;1;0,458411468576018;"1"
"14";"17";-1,116;1;2;-0,17755832893101;"1"
"14";"18";-1,116;1;1;0,681194933059676;"1"
"14";"19";-1,116;1;2;-0,497902883387209;"1"
"14";"20";-1,116;1;1;-0,605968312731786;"0"
"15";"1";0,084;2;2;-0,77287145491148;"1"
"15";"2";0,084;2;1;-0,127858902594198;"1"
"15";"3";0,084;2;2;-1,3728709203821;"1"
"15";"4";0,084;2;1;-0,470526920481621;"0"
"15";"5";0,084;2;2;-0,472924795811643;"0"
"15";"6";0,084;2;1;-0,564716316859585;"0"
"15";"7";0,084;2;2;-0,413562376537856;"0"
"15";"8";0,084;2;1;-0,420327269097716;"1"
"15";"9";0,084;2;2;0,239915024610208;"0"
"15";"10";0,084;2;1;-1,17853862698072;"0"
"15";"11";0,084;2;2;-0,381389795703386;"0"
"15";"12";0,084;2;1;-0,759738371713429;"0"
"15";"13";0,084;2;2;-0,594196008474628;"0"
"15";"14";0,084;2;1;-0,0361981023793746;"1"
"15";"15";0,084;2;2;-0,524414368279711;"0"
"15";"16";0,084;2;1;-0,505578437421296;"0"
"15";"17";0,084;2;2;0,0984124024315905;"1"
"15";"18";0,084;2;1;-1,57754498515593;"0"
"15";"19";0,084;2;2;-0,854070757817595;"0"
"15";"20";0,084;2;1;-0,100203715429811;"1"
"16";"1";0,684;1;2;-0,501144199404878;"0"
"16";"2";0,684;1;1;-1,72341901234449;"0"
"16";"3";0,684;1;2;-0,38143624229094;"1"
"16";"4";0,684;1;1;-0,276496266669287;"0"
"16";"5";0,684;1;2;-0,933464956608559;"0"
"16";"6";0,684;1;1;-1,1286790151494;"1"
"16";"7";0,684;1;2;-0,518174456284549;"1"
"16";"8";0,684;1;1;0,114973616125807;"0"
"16";"9";0,684;1;2;-0,934843027032698;"1"
"16";"10";0,684;1;1;-1,56765324124653;"0"
"16";"11";0,684;1;2;-0,177764726882374;"1"
"16";"12";0,684;1;1;-0,248162729096346;"1"
"16";"13";0,684;1;2;-0,87906282598895;"0"
"16";"14";0,684;1;1;-1,48696569817207;"0"
"16";"15";0,684;1;2;-0,530358328680002;"0"
"16";"16";0,684;1;1;-0,611109919977008;"1"
"16";"17";0,684;1;2;-0,474585472012342;"0"
"16";"18";0,684;1;1;-0,733151248974629;"1"
"16";"19";0,684;1;2;-0,00458750336175303;"0"
"16";"20";0,684;1;1;-0,51726209132791;"0"
"17";"1";-1,216;2;2;-0,592774314897271;"0"
"17";"2";-1,216;2;1;-0,724459400420296;"0"
"17";"3";-1,216;2;2;-1,0928989404535;"1"
"17";"4";-1,216;2;1;-1,02506954474705;"0"
"17";"5";-1,216;2;2;-0,276141230385353;"0"
"17";"6";-1,216;2;1;-1,09297506178736;"1"
"17";"7";-1,216;2;2;-1,05441982266532;"0"
"17";"8";-1,216;2;1;-1,76398464305341;"0"
"17";"9";-1,216;2;2;-0,290111016708089;"1"
"17";"10";-1,216;2;1;-1,08589518457349;"0"
"17";"11";-1,216;2;2;0,706538096482995;"0"
"17";"12";-1,216;2;1;-1,47621088303947;"0"
"17";"13";-1,216;2;2;-0,43277958844209;"0"
"17";"14";-1,216;2;1;-1,02052209721337;"0"
"17";"15";-1,216;2;2;-0,869954568097798;"0"
"17";"16";-1,216;2;1;-0,670395306459807;"0"
"17";"17";-1,216;2;2;0,194882375325481;"0"
"17";"18";-1,216;2;1;-0,699036896487183;"0"
"17";"19";-1,216;2;2;-0,496748781860037;"0"
"17";"20";-1,216;2;1;-0,929697299429912;"0"
"18";"1";-4,216;1;2;1,22152621705586;"1"
"18";"2";-4,216;1;1;1,43485174921488;"1"
"18";"3";-4,216;1;2;1,31882046718764;"0"
"18";"4";-4,216;1;1;1,90538530322033;"1"
"18";"5";-4,216;1;2;1,53685168912652;"1"
"18";"6";-4,216;1;1;1,29887789054282;"0"
"18";"7";-4,216;1;2;0,763135555701233;"1"
"18";"8";-4,216;1;1;1,43039640712395;"1"
"18";"9";-4,216;1;2;2,08900800069565;"0"
"18";"10";-4,216;1;1;2,00601524477194;"1"
"18";"11";-4,216;1;2;1,10874499138141;"1"
"18";"12";-4,216;1;1;1,15559378934207;"1"
"18";"13";-4,216;1;2;2,5346272480967;"1"
"18";"14";-4,216;1;1;2,25920068287409;"1"
"18";"15";-4,216;1;2;1,71775895781955;"1"
"18";"16";-4,216;1;1;2,74415364963113;"1"
"18";"17";-4,216;1;2;1,49008473549831;"1"
"18";"18";-4,216;1;1;1,39545620542516;"1"
"18";"19";-4,216;1;2;1,05769225419721;"1"
"18";"20";-4,216;1;1;0,658151449900559;"0"
"19";"1";1,284;2;2;-0,696596493955514;"1"
"19";"2";1,284;2;1;0,022868610658078;"0"
"19";"3";1,284;2;2;-0,536232396278681;"0"
"19";"4";1,284;2;1;0,683907045423876;"1"
"19";"5";1,284;2;2;-0,0843070034253559;"0"
"19";"6";1,284;2;1;-0,61339471753897;"1"
"19";"7";1,284;2;2;-0,18071637023051;"1"
"19";"8";1,284;2;1;0,665323801264635;"0"
"19";"9";1,284;2;2;-0,0760250158394555;"0"
"19";"10";1,284;2;1;0,763617176977972;"1"
"19";"11";1,284;2;2;-0,467764887979771;"0"
"19";"12";1,284;2;1;0,378956097197239;"1"
"19";"13";1,284;2;2;-0,329637541878899;"1"
"19";"14";1,284;2;1;0,400787086674284;"1"
"19";"15";1,284;2;2;0,492724986922703;"0"
"19";"16";1,284;2;1;-0,218845021588016;"0"
"19";"17";1,284;2;2;-1,08857447009337;"0"
"19";"18";1,284;2;1;-0,0557520704451386;"0"
"19";"19";1,284;2;2;-0,9450471114999;"0"
"19";"20";1,284;2;1;0,166711111778561;"0"
"20";"1";-0,216;1;2;-0,873921846459456;"0"
"20";"2";-0,216;1;1;-1,08838349947793;"0"
"20";"3";-0,216;1;2;0,0919041258134969;"1"
"20";"4";-0,216;1;1;-0,71818160367109;"0"
"20";"5";-0,216;1;2;-0,156216198867772;"0"
"20";"6";-0,216;1;1;-0,113364987877702;"1"
"20";"7";-0,216;1;2;0,472575953780349;"1"
"20";"8";-0,216;1;1;-0,417719025436324;"1"
"20";"9";-0,216;1;2;0,0810900803597875;"1"
"20";"10";-0,216;1;1;-1,41348143116805;"0"
"20";"11";-0,216;1;2;-0,360632788770571;"0"
"20";"12";-0,216;1;1;-0,783281815546167;"0"
"20";"13";-0,216;1;2;-0,996316896748487;"0"
"20";"14";-0,216;1;1;-0,207524611446923;"0"
"20";"15";-0,216;1;2;-0,745113525062072;"0"
"20";"16";-0,216;1;1;-0,455304931448844;"0"
"20";"17";-0,216;1;2;-1,31653687282597;"1"
"20";"18";-0,216;1;1;-0,0468665879917121;"0"
"20";"19";-0,216;1;2;-0,681453924631411;"0"
"20";"20";-0,216;1;1;-0,720775388121717;"0"
"21";"1";-0,216;2;2;-0,611386577859427;"0"
"21";"2";-0,216;2;1;-0,35044247660347;"0"
"21";"3";-0,216;2;2;1,02213861684304;"1"
"21";"4";-0,216;2;1;-0,398517842988359;"0"
"21";"5";-0,216;2;2;-0,284828356313419;"0"
"21";"6";-0,216;2;1;0,0284121361153111;"0"
"21";"7";-0,216;2;2;-0,418906131449705;"0"
"21";"8";-0,216;2;1;-0,541756471886271;"0"
"21";"9";-0,216;2;2;-0,305439552023998;"0"
"21";"10";-0,216;2;1;-0,641104439571533;"1"
"21";"11";-0,216;2;2;-0,651327551961663;"0"
"21";"12";-0,216;2;1;0,29692193630653;"0"
"21";"13";-0,216;2;2;-0,676416309419389;"0"
"21";"14";-0,216;2;1;0,364917271824243;"0"
"21";"15";-0,216;2;2;-1,38894341778114;"0"
"21";"16";-0,216;2;1;-0,479900697682564;"0"
"21";"17";-0,216;2;2;-0,53624136197505;"0"
"21";"18";-0,216;2;1;0,0508277703032766;"0"
"21";"19";-0,216;2;2;-0,0928632369849635;"0"
"21";"20";-0,216;2;1;0,0883258682220571;"0"
"22";"1";-0,316;1;2;-0,0389321148148917;"1"
"22";"2";-0,316;1;1;-0,169965156741806;"0"
"22";"3";-0,316;1;2;-0,563655108608218;"0"
"22";"4";-0,316;1;1;-0,793436138499674;"0"
"22";"5";-0,316;1;2;-0,113376443648384;"0"
"22";"6";-0,316;1;1;0,372424653919156;"0"
"22";"7";-0,316;1;2;-0,159899377905197;"0"
"22";"8";-0,316;1;1;-0,863033675253902;"1"
"22";"9";-0,316;1;2;-0,902272111525324;"1"
"22";"10";-0,316;1;1;-0,714539761206191;"0"
"22";"11";-0,316;1;2;-0,150663302603906;"0"
"22";"12";-0,316;1;1;-0,855227443693315;"1"
"22";"13";-0,316;1;2;-0,813730609807072;"0"
"22";"14";-0,316;1;1;-0,137241299946214;"1"
"22";"15";-0,316;1;2;0,201050957164665;"1"
"22";"16";-0,316;1;1;-0,374468773076206;"0"
"22";"17";-0,316;1;2;-0,79293024291062;"0"
"22";"18";-0,316;1;1;-0,0944348208006651;"0"
"22";"19";-0,316;1;2;-0,228968529506489;"0"
"22";"20";-0,316;1;1;-0,899605472795479;"0"
"23";"1";-1,416;2;2;-1,7861400030584;"0"
"23";"2";-1,416;2;1;-0,398758769340058;"0"
"23";"3";-1,416;2;2;0,706408484098988;"1"
"23";"4";-1,416;2;1;-0,466816590911619;"1"
"23";"5";-1,416;2;2;-0,486227504354903;"1"
"23";"6";-1,416;2;1;-0,900132902337722;"0"
"23";"7";-1,416;2;2;-0,101316915802225;"0"
"23";"8";-1,416;2;1;-0,457757310892849;"0"
"23";"9";-1,416;2;2;0,0684437408399487;"1"
"23";"10";-1,416;2;1;-1,45088879895065;"1"
"23";"11";-1,416;2;2;0,0386345102774347;"0"
"23";"12";-1,416;2;1;-0,910355739202498;"1"
"23";"13";-1,416;2;2;-0,727823158736666;"1"
"23";"14";-1,416;2;1;-0,279838766137431;"0"
"23";"15";-1,416;2;2;0,368676890536536;"0"
"23";"16";-1,416;2;1;-0,691451296478025;"1"
"23";"17";-1,416;2;2;-1,16057801590393;"0"
"23";"18";-1,416;2;1;-1,76160021065888;"0"
"23";"19";-1,416;2;2;-1,17922078062403;"0"
"23";"20";-1,416;2;1;-0,124727967361016;"0"
"24";"1";-2,416;1;2;-0,0106980759217406;"1"
"24";"2";-2,416;1;1;-0,436061087149784;"0"
"24";"3";-2,416;1;2;1,06747826319099;"1"
"24";"4";-2,416;1;1;0,142452331940405;"1"
"24";"5";-2,416;1;2;0,168676171953266;"0"
"24";"6";-2,416;1;1;-0,430792802649016;"1"
"24";"7";-2,416;1;2;0,124233578774645;"0"
"24";"8";-2,416;1;1;-1,36530058921144;"0"
"24";"9";-2,416;1;2;0,503895794026927;"1"
"24";"10";-2,416;1;1;-0,638844043309812;"1"
"24";"11";-2,416;1;2;0,481293222209646;"1"
"24";"12";-2,416;1;1;-0,980608631008123;"1"
"24";"13";-2,416;1;2;0,275979788838498;"1"
"24";"14";-2,416;1;1;0,0629374682641099;"1"
"24";"15";-2,416;1;2;0,32414632852874;"1"
"24";"16";-2,416;1;1;-0,70744663155094;"0"
"24";"17";-2,416;1;2;0,230211469360525;"0"
"24";"18";-2,416;1;1;0,548851594199689;"1"
"24";"19";-2,416;1;2;0,18526204672823;"1"
"24";"20";-2,416;1;1;0,598568294595492;"1"
"25";"1";0,184;2;2;-0,750709375978816;"1"
"25";"2";0,184;2;1;-0,639754131504188;"0"
"25";"3";0,184;2;2;-0,548899582862457;"0"
"25";"4";0,184;2;1;0,41485400348154;"1"
"25";"5";0,184;2;2;-0,305116777849518;"0"
"25";"6";0,184;2;1;0,291313867030106;"1"
"25";"7";0,184;2;2;0,324005056774558;"1"
"25";"8";0,184;2;1;0,227803565297352;"0"
"25";"9";0,184;2;2;0,189123912392934;"0"
"25";"10";0,184;2;1;0,604645288183542;"1"
"25";"11";0,184;2;2;-0,863128373097909;"0"
"25";"12";0,184;2;1;-0,43922057138079;"0"
"25";"13";0,184;2;2;-0,567148020223467;"0"
"25";"14";0,184;2;1;0,495356623334462;"1"
"25";"15";0,184;2;2;-0,097955861535326;"1"
"25";"16";0,184;2;1;-0,476767400093931;"0"
"25";"17";0,184;2;2;0,823949642392651;"0"
"25";"18";0,184;2;1;0,360358490624826;"0"
"25";"19";0,184;2;2;-0,610386867582216;"0"
"25";"20";0,184;2;1;0,0555287625673052;"0"
"26";"1";1,784;1;2;-0,160870810046194;"1"
"26";"2";1,784;1;1;-0,368328831721552;"0"
"26";"3";1,784;1;2;-0,22554727316412;"1"
"26";"4";1,784;1;1;-0,581772264881079;"0"
"26";"5";1,784;1;2;0,157140684303355;"0"
"26";"6";1,784;1;1;-0,305085150590179;"0"
"26";"7";1,784;1;2;1,13516816907857;"1"
"26";"8";1,784;1;1;0,34808056713769;"0"
"26";"9";1,784;1;2;1,46703188736898;"1"
"26";"10";1,784;1;1;0,848791243375669;"0"
